Ram,Part-number,Retail_Price,Bảo mật,Dung lượng SSD,Bảo hành,Bàn phím,NPU (TOPS),Màu sắc,Công suất pin,Webcam,"Kích thước, khối lượng",Tên,Đèn laptop,Phụ kiện đi kèm,Thương hiệu,Kích thước,Cổng kết nối,Dung lượng RAM,Kết nối không dây,Lưu trữ,CPU,Hệ điều hành,Pin,Màn hình,Cổng HDMI,Tính năng đặc biệt,Mô tả bảo hành,Sale,Image,Nhu cầu,SKU,Chip đồ họa,Name,Công nghệ âm thanh,Latest_Price,Chất liệu,Khối lượng,Series laptop
2 x 8GB DDR5 5200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),861VN,21.990.000₫,,,24 tháng,"Bàn phím thường , có phím số , LED",,Đen,,HD webcam,,Cyborg 15 A13UC-861VN,không đèn,"MSI Essential Backpack, Adapter, dây nguồn,…",MSI,359.36 x 250.34 x 21.95-22.9 mm,"1 x USB Type C / DisplayPort
2 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-13420H ( 2.1 GHz - 4.6 GHz / 12MB / 8 nhân, 12 luồng ),",Windows 11 Home SEA,"3 cell 53 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , Màn hình chống lóa",,,,9.095%,https://lh3.googleusercontent.com/hUv9674DWxsqTAFxzjWtxPUuB0p6rCTUkHDv1IXtFwr-ZxcuEKET8Ia7llI-XhAmjxcmZP6-OB6rlFzq8M53UeW-oI6GxGE=w500-rw,Gaming,240302752,"GeForce RTX™ 3050 4GB GDDR6 Intel® Iris® Xe Graphics ( 1172.5MHz , 45W",Laptop gaming MSI Cyborg 15 A13UC-861VN (i5-13420H/RAM 16GB/GeForce RTX 3050/512GB SSD/ Windows 11),,19.990.000₫,,2 kg,Cyborg
1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 16GB ),8U240PA,12.990.000₫,,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Xanh,,HD webcam,,15s-fq5228TU - 8U240PA,không đèn,,HP,35.85 x 24.2 x 1.79 cm,"1 x USB Type C
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i3-1215U ( 1.2 GHz - 4.4 GHz / 10MB / 6 nhân, 8 luồng ),",Windows 11 Home,"3 cell 41 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 250 nits , 45% NTSC",,,,16.936%,https://lh3.googleusercontent.com/kzBypPEWvnhswg1Nzu5UKdtXLCckjtiDo4hz1a3MIkveVxszUnGG6c_gniTTu6TQMaTAMxQ2t__uSFI9nopN7lKu1qFyIc0b=w500-rw,Văn phòng,231002798,Onboard Intel® UHD Graphics,Laptop HP 15s-fq5228TU - 8U240PA (i3-1215U/ RAM 8GB/ Onboard/ 512GB SSD/ Windows 11),,10.790.000₫,,1.7 kg,14/15 Series
2 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),NH.QPGSV.002,22.990.000₫,,,12 tháng,"Bàn phím thường , có phím số , LED",,Đen,,HD webcam,,Nitro V 15 ProPanel ANV15-41-R7AP,không đèn,"Adapter, dây nguồn, HDSD,…",ACER,362.3 x 239.89 x 23.5 mm,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 5 7535HS ( 3.3 GHz - 4.55 GHz / 16MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home SL,"4 cell 57 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 180Hz , không cảm ứng , 300 nits , 100% sRGB , Acer ComfyView",,,,4.35%,https://lh3.googleusercontent.com/4fPObCgz8qx8Yhh0VOyUMaSlMk3vkU9gnLQOKp3xpYasSXnVGK8i8bE8wd87zrl0xSep1x9WcuPOJ4yMRZweak5oGVuPZkmV=w500-rw,Gaming,240802642,GeForce RTX™ 2050 4GB GDDR6 AMD Radeon 660M,Laptop gaming ACER Nitro V 15 ProPanel ANV15-41-R7AP (Ryzen 5 7535HS/RAM 16GB/GeForce RTX 2050/512GB SSD/ Windows 11),,21.990.000₫,Vỏ nhôm,2.1 kg,Nitro V
1 x 8GB DDR4 2400MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),NX.K6TSV.00F,15.490.000₫,,,12 tháng,"Bàn phím thường , có phím số",,Bạc,,HD webcam,,Aspire 3 A315-59-51X8 (NX.K6TSV.00F),không đèn,,ACER,36.29 x 24.126 x 1.99 cm,"3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,,512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"3 cell 40 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD không cảm ứng , Acer ComfyView",,,,32.279%,https://lh3.googleusercontent.com/ZUHMHJWQWODSAYAd7kqStW95t8BByzybaESfKzMdRJvRXW98bxFVu4Z80_Z4OElND26y1LkTHGPtloc-hdAZIuIq2NgJGCEvgg=w500-rw,"Học sinh - Sinh viên, Văn phòng, Doanh nghiệp",221003814,Onboard Intel® UHD Graphics,Laptop Acer Aspire 3 A315-59-51X8 (NX.K6TSV.00F) (i5-1235U) (Bạc),,10.490.000₫,,1.7 kg,Aspire 3
2 x 8GB DDR4 2666MHz,25P2312,17.190.000₫,,,12 tháng,"Bàn phím thường , có phím số , không đèn",,Bạc,,HD webcam,,Inspiron 15 3520 - 25P2312,,,Dell,35.85 x 23.49 x 1.75 cm,"2 x USB 3.2
1 x USB 2.0
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth 5.0",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL + Office Home & Student 2021,"3 cell 41 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD WVA , 120Hz , không cảm ứng , 250 nits",,,,4.072%,https://lh3.googleusercontent.com/BGBHU5q0aUWtGXXtrQQm6jpDBf0dnxoZ2FPt3VE_Rx_F9zT57Jct-p0EfNTr6t8_EPyJ7enaMMH2pqzA4S0Ug3eNh0qWc_Ozyw=w500-rw,Văn phòng,240602773,Onboard Intel® Iris® Xe Graphics,Laptop Dell Inspiron 15 3520 - 25P2312 (i5-1235U/RAM 16GB/512GB SSD/ Windows 11 + Office),,16.490.000₫,,1.7 kg,Inspiron
1 x 12GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),83GS004BVN,24.490.000₫,,,36 tháng,"Có phím Copilot , có phím số , LED",,Xám,,HD webcam,,LOQ 15IAX9 - 83GS004BVN,,"Adapter, dây nguồn",Lenovo,359.86 x 258.7 x 21.9-23.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i5-12450HX ( 2.4 GHz - 4.4 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"4 cell 60 Wh , Pin liền","15.6"" ( 1920 x 1200 ) WUXGA IPS , 144Hz , không cảm ứng , 300 nits , 100% sRGB , Màn hình chống lóa , G-Sync",,,,10.208%,https://lh3.googleusercontent.com/ilEQK9YeUtlmH2pCf1z-2SKTWtsAnZJB42ekGQpw0o1nivM47NcEp0gmr6_uKnf-MiFzXefT4kda504KrNdvn2KExMjJ7AF7=w500-rw,Gaming,240502377,"GeForce RTX™ 3050 6GB GDDR6 Intel® UHD Graphics 710 ( 1732MHz , 95W",Laptop gaming Lenovo LOQ 15IAX9 - 83GS004BVN (i5-12450HX/RAM 12GB/GeForce RTX 3050/512GB SSD/ Windows 11),Nahimic Audio,21.990.000₫,Vỏ nhựa,2.4 kg,LOQ
1 x 16GB DDR5 4800MHz ( 2 Khe cắm,NX.KTXSV.001,14.990.000₫,,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Bạc,,FHD webcam,,Aspire Lite - AL14-51M-59BN,không đèn,,ACER,313.3 x 218 x 16.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.1
Không
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"3 cell 58 Wh , Pin liền","14"" ( 1920 x 1200 ) WUXGA IPS , không cảm ứng , 300 nits , Acer ComfyView",,,,8.005%,https://lh3.googleusercontent.com/Cxx9o7BPUkmObpTR8PUWFyrrCZXZQquGQphwIYhwQzt21t-MHVHGhKze6yonsKn3Q9u3yQGrQzTy1p9AAW6gNqgnln5WmcBEOw=w500-rw,Văn phòng,240403691,Onboard Intel® UHD Graphics,Laptop ACER Aspire Lite - AL14-51M-59BN (i5-1235U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),,13.790.000₫,Vỏ nhôm,1.5 kg,Aspire
1 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),NH.QMYSV.001,21.490.000₫,Vân tay,,12 tháng,"Bàn phím thường , có phím số , LED",,Đen,,HD webcam,,Gaming Aspire 7 A715-76G-59MW (NH.QMYSV.001),không đèn,"Adapter, dây nguồn",ACER,362.3 x 237.4 x 19.9 mm,"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i5-12450H ( 2.0 GHz - 4.4 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"3 cell 50 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 144Hz , không cảm ứng , Acer ComfyView",,,,25.593%,https://lh3.googleusercontent.com/sQqMpT31Gydg-oGgnBw6hWQtaLsNFTyNgegllf6UK95ssJzsM3kKyMYKNrJW4op2NJ2KEjHaPkBAgKzEUPKQvRk4npzIX0t22w=w500-rw,Gaming,230703418,GeForce RTX™ 2050 4GB GDDR6 Intel® UHD Graphics,Laptop Acer Gaming Aspire 7 A715-76G-59MW (i5-12450H) (Đen),,15.990.000₫,Vỏ nhôm,2.1 kg,Aspire 7
16GB Onboard LPDDR5 4800MHz ( Không / Không nâng cấp được ),83BF002NVN,17.490.000₫,,,36 tháng,"Bàn phím thường , không phím số , LED",,Xám,,FHD webcam,,IdeaPad Slim 5 14IAH8 - 83BF002NVN,không đèn,"Adapter, dây nguồn",Lenovo,31.2 x 22.1 x 1.79 mm,"2 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x micro SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-12450H ( 2.0 GHz - 4.4 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",Windows 11 Home,3 cell Pin liền,"14"" ( 1920 x 1200 ) WUXGA IPS , không cảm ứng , 300 nits , 45% NTSC",,,Bảo hành Pin 12 tháng,8.576%,https://lh3.googleusercontent.com/ic9xCOgUqaYfESAutcCbpMwnXicl0pWFCp5t6KMhG3r6LV6i2ttqr31SWhVJl-yx-uHlrfKfslI9QvKKTJgNgN3R09oy-ZGj6A=w500-rw,Văn phòng,230704076,Onboard Intel® UHD Graphics,Laptop Lenovo IdeaPad Slim 5 14IAH8 - 83BF002NVN (i5-12450H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Dolby Audio,15.990.000₫,,1.5 kg,IdeaPad 5
16GB Onbard DDR5 4800MHz Không nâng cấp được ),83ER000FVN,16.990.000₫,,,24 tháng,"Bàn phím thường , có phím số",,Xám,,FHD webcam,,IdeaPad Slim 3 15IAH8 - 83ER000FVN,,"Adapter, dây nguồn",Lenovo,359.3 x 235 x 17.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i5-12450H ( 2.0 GHz - 4.4 GHz / 12MB / 8 nhân, 12 luồng ), Non-EVO",Windows 11 Home,3 cell Pin liền,"15.6"" ( 1920 x 1080 ) Full HD IPS , 300 nits",,,,11.772%,https://lh3.googleusercontent.com/oiewmRUyBMbCTnPFSJvwmyQAQJkaaQGYwUkUKl9VAaTghL445IyvNbX3n-CA-S5NVSoV1WoUV7wGyue-13hBgKntcvvPLG-2=w500-rw,Văn phòng,240300076,Onboard Intel® UHD Graphics,Laptop Lenovo IdeaPad Slim 3 15IAH8 - 83ER000FVN (i5-12450H/ RAM 16GB/ Onboard/ 1TB SSD/ Windows 11),Dolby Audio,14.990.000₫,Vỏ nhựa,1.6 kg,Ideapad
16GB Onboard DDR4 3200MHz ( 1 Khe cắm / Hỗ trợ tối đa 48GB ),90NX05V1-M04TN0,14.690.000₫,,,24 tháng,"Bàn phím Chiclet , không phím số , không đèn",,Đen,,FHD webcam,,ExpertBook B1 B1402CBA-EB4202W,không đèn,"Adapter, dây nguồn,…",ASUS,32.69 x 21.45 x 1.99 cm,"2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home,"3 cell 42 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD 16:9 , IPS , không cảm ứng , 220 nits , 45% NTSC",,,,11.572%,https://lh3.googleusercontent.com/UU7vk-60Cp12hKfmYqHk9CI2aCjbYBz-dMw0WOQK8oqixhc6_kBIJnIUwOZ9YQHwKm2Mp8epx2fd-AAXNx0VbRz6AzlocI4=w500-rw,Văn phòng,240802547,Onboard Intel® UHD Graphics,Laptop ASUS ExpertBook B1 B1402CBA-EB4202W (i5-1235U/RAM 16GB/Onboard/512GB SSD/ Windows 11),Dirac HD Sound,12.990.000₫,,1.5 kg,
2 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),NH.QGESV.007,16.990.000₫,Vân tay,,12 tháng,"Bàn phím thường , có phím số , LED",,Đen,,HD webcam,,Aspire 7 A715-76-53PJ (NH.QGESV.007),không đèn,Cáp + Sạc,ACER,362.3 x 237.4 x 19.9 mm,"3 x USB 3.2
1 x Thunderbolt 4
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.1",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"Intel® Core™ i5-12450H ( 2.0 GHz - 4.4 GHz / 18MB / 8 nhân, 12 luồng ),",Windows 11 Home,"3 cell 50 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , Acer ComfyView",,,,14.715%,https://lh3.googleusercontent.com/_PpBFbnEW-yjBVcpNsmRlJv-UG-dsfQHdW9IWQRrO7I6CrXnG8Ms6NqfEigikGd9qQ5qadUBHrvqB5CWHdMcKRd_RvGoLXTP=w500-rw,Văn phòng,230904124,Onboard Intel® UHD Graphics,Laptop ACER Aspire 7 A715-76-53PJ (NH.QGESV.007) (i5-12450H/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),,14.490.000₫,Vỏ nhôm,2.1 kg,Aspire 7
1 x 16GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),90NR0JF7-M00680,23.490.000₫,,,24 tháng,"Bàn phím Chiclet , có phím số , RGB",,Đen,,HD webcam,,TUF Gaming A15 FA506NC-HN031W,không đèn,,ASUS,35.9 x 25.6 x 2.28 ~ 2.45 cm,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"Wi-Fi 6E (802.11ax) , Bluetooth 5.3",1TB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 5 7535HS ( 3.3 GHz - 4.5 GHz / 16MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home,"3 cell 48 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 16:9 , IPS , 144Hz , không cảm ứng , 250 nits , Adaptive Sync",,,,17.029%,https://lh3.googleusercontent.com/tQSrgrTMQZx390-77HNEk8rwptnVDrvifqrFSiyYyDCUu6QLGfUamfLNfTp4a7f2nYntabvt4XLnnE4FDIIDU65VlPHgy-0=w500-rw,Gaming,240302534,GeForce RTX™ 3050 4GB GDDR6 AMD Radeon™ Graphics,Laptop gaming ASUS TUF Gaming A15 FA506NC-HN031W (Ryzen 5 7535HS/RAM 16GB/GeForce RTX 3050/1TB SSD/ Windows 11 Home),Hi-Res Audio,19.490.000₫,,2.3 kg,TUF Gaming
2 x 8GB DDR4 3200MHz ( 2 Khe cắm / Hỗ trợ tối đa 64GB ),L3440-I51235U-16G512G,18.990.000₫,,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Xám,,FHD webcam,,Latitude 3440,,,Dell,322.17x 219.43x 19.37 mm,"1 x USB Type C / DisplayPort / Power Delivery
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-1235U ( 1.3 GHz - 4.4 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO","Windows 11 Home SL, English","3 cell 41 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD WVA , không cảm ứng , 250 nits , 45% NTSC , Màn hình chống lóa",,,,10.532%,https://lh3.googleusercontent.com/A1nbJb1vr8vqE96UJQE4XYlspHWwXohbiCdqkVFjwXak1gxHin1zSPZcQJniFX8y_eEWniWs4FyLotpPoCLVa3PkhHZ0IMeFqQ=w500-rw,Văn phòng,240602784,Onboard Intel® Iris® Xe Graphics,Laptop Dell Latitude 3440 (i5-1235U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Realtek Audio,16.990.000₫,,1.6 kg,Latitude
16GB Onboard DDR4 3200MHz Không nâng cấp được ),82XM00EJVN,14.490.000₫,Vân tay,,24 tháng,"Bàn phím thường , có phím số , không đèn",,Xám,,HD webcam,,Ideapad Slim 3 15ABR8 - 82XM00EJVN,,,Lenovo,359.3 x 235 x 17.9 mm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ac , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"AMD Ryzen™ 5 7430U ( 2.3 GHz - 4.3 GHz / 16MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home SL,"47 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 300 nits , Màn hình chống lóa",,,Pin bảo hành 12 tháng,13.803%,https://lh3.googleusercontent.com/HbDLWExPnuxLiPPC8UiPwrRgINgQG6J6DEDA8_kMhNfKnI5ZiiS0QvBRZ1Ykvh0Q0pRKBBsltX_xxmUTt4y0qNRx1mzaln8dRg=w500-rw,Văn phòng,240502380,Onboard AMD Radeon™ Graphics,Laptop Lenovo Ideapad Slim 3 15ABR8 - 82XM00EJVN (Ryzen 5 7430U/ RAM 16GB/ Onboard/ 512GB SSD/ Windows 11),Dolby Audio,12.490.000₫,Vỏ nhựa,1.6 kg,Ideapad
16GB Onbard LPDDR5 4800MHz Không nâng cấp được ),83EM003EVN,18.490.000₫,Vân tay,,24 tháng,"Bàn phím thường , có phím số",,Xám,,HD webcam,,Ideapad Slim 3 15IRH8 - 83EM003EVN,,Adapter,Lenovo,35.93 x 23.5 x 1.79 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
1 x SD card slot
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-13620H ( 2.4 GHz - 4.9 GHz / 24MB / 10 nhân, 16 luồng ), Non-EVO",Windows 11 Home SL,"74 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD IPS , 300 nits , Màn hình chống lóa",,,,8.112%,https://lh3.googleusercontent.com/awnbaxA5gl687SAD50j9BdkJNw07ViL5lBDaPfdsJqaFtuqZjaxQzQWChPdcm12YPhu2ktD0lmtJ_HUUzFJZfDz-a03Yux4=w500-rw,Văn phòng,240201833,Onboard Intel® UHD Graphics,Laptop Lenovo Ideapad Slim 3 15IRH8 - 83EM003EVN (i7-13620H) (Xám),Dolby Audio,16.990.000₫,Vỏ nhựa,1.6 kg,Ideapad Slim 3
1 x 8GB DDR5 4800MHz ( 2 Khe cắm / Hỗ trợ tối đa 32GB ),90NR0JE7-M001E0,19.990.000₫,Khuôn mặt,,24 tháng,"Bàn phím Chiclet , có phím số , RGB",,Đen,,HD webcam,,TUF Gaming A15 FA506NF-HN005W,không đèn,,ASUS,35.9 x 25.6 x 2.28 ~ 2.45 cm,"1 x USB Type C / DisplayPort
3 x USB 3.2
Audio combo
1 x HDMI
LAN 1 Gb/s",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.3",512GB SSD M.2 NVMe ( 2 x M.2 NVMe ),"AMD Ryzen™ 5 7535HS ( 3.3 GHz - 4.5 GHz / 16MB / 6 nhân, 12 luồng ), AMD",Windows 11 Home,"3 cell 48 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 16:9 , IPS , 144Hz , không cảm ứng , 250 nits , Màn hình chống lóa , Adaptive Sync",,,,20.01%,https://lh3.googleusercontent.com/H_IYdCggl7PzlnWqNw2m6xlhYoN_Xps-t5UTXML5zRqaB5Z7peaAajgntlaolhNoPHhj2BBXmnFbN8ejVhfJ8ssFl2uLbvuw=w500-rw,Gaming,240302751,GeForce RTX™ 2050 4GB GDDR6 AMD Radeon 660M,Laptop gaming ASUS TUF Gaming A15 FA506NF-HN005W (Ryzen 5 7535HS/RAM 8GB/GeForce RTX 2050/512GB SSD/ Windows 11),Hi-Res Audio,15.990.000₫,,2.3 kg,TUF Gaming
2 x 4GB DDR4 3200MHz ( 2 Khe cắm,7C0W1PA,23.890.000₫,,,12 tháng,"Bàn phím thường , không phím số , không đèn",,Gold,,HD webcam,,Pavilion 14-dv2072TU (7C0W1PA),không đèn,"Adapter, dây nguồn,…",HP,32.5 x 21.66 x 1.70 cm,"1 x USB Type C / DisplayPort / Power Delivery
2 x USB 3.2
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.2",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i7-1255U ( 1.7 GHz - 4.7 GHz / 12MB / 10 nhân, 12 luồng ), Non-EVO",Windows 11 Home SL,"3 cell 41 Wh , Pin liền","14"" ( 1920 x 1080 ) Full HD IPS , không cảm ứng , 250 nits , 45% NTSC",,,,24.697%,https://lh3.googleusercontent.com/YqcQUVmT1-z_Euk8cp7elpHIVXRRhDcCUvh6dC-dQ9igipHDD_-7q6D0b0rYHTOXN4qB-R3o_9mdbZOqfk350y9zuZO1K9ys=w500-rw,"Văn phòng, Doanh nghiệp, Học sinh - Sinh viên",221101776,Onboard Intel® Iris® Xe Graphics,Laptop HP Pavilion 14-dv2072TU (7C0W1PA) (i7-1255U) (Vàng),HP Audio Boost,17.990.000₫,,1.4 kg,Pavilion
16GB (8GB + 8GB Onboard) DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 24GB ),,19.990.000₫,,,24 tháng,"Bàn phím thường , có phím số , không đèn",,Đen,,HD webcam,,Vivobook A1505VA-L1114W,không đèn,,ASUS,31.26 x 22.12 x 1.55 cm,"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-13500H ( 2.6 GHz - 4.7GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"3 cell 50 Wh , Pin liền","15.6"" ( 1920 x 1080 ) Full HD 16:9 , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình gương",,,Bảo hành Pin 12 tháng,10.005%,https://lh3.googleusercontent.com/k2qUoMPILua-Lq8YKTkO5WkTdUmI8yk1btdgNDEDIkVXT_N-l2XtYXOTYb3Fd92LxkexynRA92yil2nWe6PRjCBKb5k7VvE=w500-rw,Văn phòng,230304293,Onboard Intel® Iris® Xe Graphics,Laptop ASUS Vivobook 15 OLED A1505VA-L1114W (i5-13500H/RAM 16GB/512GB SSD/ Windows 11),SonicMaster,17.990.000₫,,1.7 kg,VivoBook
16GB (8GB + 8GB Onboard) DDR4 ( 1 Khe cắm / Hỗ trợ tối đa 16GB ),90NB10M1-M00450,19.790.000₫,Vân tay,,24 tháng,"Bàn phím thường , không phím số , không đèn",,Bạc,,HD webcam,,Vivobook A1405VA-KM095W,không đèn,,ASUS,31.71 x 22.20 x 1.99cm,"1 x USB Type C / Power Delivery
2 x USB 3.2
1 x USB 2.0
Audio combo
1 x HDMI",,"WiFi 802.11ax (Wifi 6) , Bluetooth 5.0",512GB SSD M.2 NVMe ( 1 x M.2 NVMe ),"Intel® Core™ i5-13500H ( 2.6 GHz - 4.7GHz / 18MB / 12 nhân, 16 luồng ), Non-EVO",Windows 11 Home,"3 cell 50 Wh , Pin liền","14"" ( 2880 x 1800 ) 16:10 , OLED , 90Hz , không cảm ứng , 600 nits , 100% DCI-P3 , Màn hình gương",,,Bảo hành Pin 12 tháng,9.096%,https://lh3.googleusercontent.com/c9euFAdGcOttbxe6_RabY8JzzlPrvrJ_YUeJnIM7BCOp9pllRG8ZKw84wrfiJbqNfNvKxdl2z1uY01BJR0gBeY9N3Txq1ZD5Hg=w500-rw,Văn phòng,230304294,Onboard Intel® Iris® Xe Graphics,Laptop ASUS Vivobook 14 OLED A1405VA-KM095W (i5-13500H/RAM 16GB/512GB SSD/ Windows 11),SonicMaster,17.990.000₫,,1.6 kg,VivoBook
